order_id,order_date,product_category,platform,city,customer_age,is_premium_member,unit_price,quantity,discount_pct,shipping_cost,gmv,order_status,review_score,days_to_deliver
ORD100467,2022-12-07,Electronics,iOS App,Pune,26,0,20773.13,4,10,99,74882.27,Cancelled,5.0,
ORD100468,2022-12-08,Books,Tablet,Ahmedabad,44,0,641.91,4,0,99,2666.64,Delivered,3.0,10.0
ORD100469,2022-12-08,Electronics,Web,Nagpur,28,1,13115.29,2,0,99,26329.58,Delivered,5.0,4.0
ORD100470,2022-12-08,Books,iOS App,Pune,39,1,181.91,1,20,49,194.53,Returned,5.0,13.0
ORD100471,2022-12-09,Fashion,Web,Ahmedabad,40,0,975.41,1,25,49,780.56,Delivered,5.0,8.0
ORD100472,2022-12-09,Books,Tablet,Kanpur,46,0,655.44,5,20,99,2720.76,Delivered,5.0,12.0
ORD100473,2022-12-10,Automotive,Tablet,Nagpur,32,0,4085.67,1,0,99,4184.67,Delivered,4.0,4.0
ORD100474,2022-12-10,Home & Kitchen,Web,Kolkata,49,0,4535.3,4,20,0,14512.96,Processing,,5.0
ORD100475,2022-12-10,Books,Android App,Indore,26,0,589.58,1,0,49,638.58,Delivered,3.0,14.0
ORD100476,2022-12-11,Automotive,Tablet,Nagpur,25,0,8599.08,2,10,0,15478.34,Cancelled,1.0,
ORD100477,2022-12-11,Fashion,Android App,Kolkata,23,0,618.79,1,10,99,655.91,Delivered,4.0,3.0
ORD100478,2022-12-12,Toys,Android App,Hyderabad,40,0,359.87,4,5,0,1367.51,Delivered,4.0,6.0
ORD100479,2022-12-12,Health,iOS App,Bangalore,37,0,1785.16,1,5,99,1794.9,Processing,5.0,3.0
ORD100480,2022-12-13,Home & Kitchen,Web,Delhi,56,0,3873.42,4,15,99,13268.63,Delivered,4.0,9.0
ORD100481,2022-12-13,Home & Kitchen,Tablet,Bangalore,33,0,1786.67,5,20,149,7295.68,Delivered,5.0,1.0
ORD100482,2022-12-13,Health,Tablet,Delhi,45,0,486.19,4,0,49,1993.76,Delivered,,1.0
ORD100483,2022-12-14,Books,Tablet,Hyderabad,63,1,600.65,4,0,149,2551.6,Delivered,5.0,8.0
ORD100484,2022-12-14,Books,Web,Bhopal,46,0,650.1,5,10,99,3024.45,Delivered,4.0,13.0
ORD100485,2022-12-15,Toys,Android App,Chennai,58,0,900.72,5,0,0,4503.6,Delivered,,11.0
ORD100486,2022-12-15,Books,iOS App,Pune,41,0,370.15,4,0,49,1529.6,Delivered,5.0,10.0
ORD100487,2022-12-15,Automotive,iOS App,Pune,26,1,7767.67,3,0,49,23352.01,Delivered,5.0,9.0
ORD100488,2022-12-16,Home & Kitchen,iOS App,Ahmedabad,39,1,1600.75,2,0,0,3201.5,Processing,4.0,3.0
ORD100489,2022-12-16,Toys,Web,Ahmedabad,53,0,1293.86,4,5,49,4965.67,Shipped,5.0,3.0
ORD100490,2022-12-17,Health,Android App,Jaipur,23,0,795.72,1,30,0,557.0,Delivered,2.0,9.0
ORD100491,2022-12-17,Food,Android App,Delhi,40,0,196.59,5,20,99,885.36,Delivered,4.0,13.0
ORD100492,2022-12-17,Books,Tablet,Hyderabad,42,1,338.17,5,5,49,1655.31,Delivered,1.0,1.0
ORD100493,2022-12-18,Electronics,Tablet,Indore,61,0,8933.87,2,0,0,17867.74,Delivered,5.0,6.0
ORD100494,2022-12-18,Books,Android App,Bhopal,63,0,379.52,4,10,99,1465.27,Delivered,1.0,3.0
ORD100495,2022-12-19,Toys,Tablet,Mumbai,46,0,1100.49,4,5,149,4330.86,Delivered,4.0,2.0
ORD100496,2022-12-19,Books,iOS App,Surat,27,0,436.56,5,15,149,2004.38,Delivered,5.0,5.0
ORD100497,2022-12-19,Food,Web,Bangalore,27,1,375.49,5,5,149,1932.58,Delivered,4.0,3.0
ORD100498,2022-12-20,Electronics,Tablet,Jaipur,46,0,12309.87,4,10,149,44464.53,Delivered,4.0,4.0
ORD100499,2022-12-20,Home & Kitchen,iOS App,Mumbai,27,0,3290.51,5,0,49,16501.55,Cancelled,5.0,
ORD100500,2022-12-21,Food,iOS App,Kanpur,49,1,319.81,2,20,49,560.7,Delivered,,11.0
ORD100501,2022-12-21,Automotive,iOS App,Bhopal,63,1,6794.19,3,15,49,17374.18,Delivered,5.0,8.0
ORD100502,2022-12-21,Fashion,Tablet,Delhi,26,0,935.51,1,0,149,1084.51,Delivered,5.0,8.0
ORD100503,2022-12-22,Food,iOS App,Kolkata,61,0,427.88,5,30,0,1497.58,Delivered,4.0,9.0
ORD100504,2022-12-22,Books,Android App,Bangalore,19,1,222.36,2,0,49,493.72,Delivered,2.0,4.0
ORD100505,2022-12-23,Toys,Android App,Bangalore,40,1,453.2,3,0,0,1359.6,Delivered,4.0,2.0
ORD100506,2022-12-23,Fashion,Android App,Kanpur,36,0,1049.46,1,15,149,1041.04,Delivered,,1.0
ORD100507,2022-12-23,Electronics,Android App,Delhi,44,0,22221.16,2,10,49,40047.09,Delivered,4.0,13.0
ORD100508,2022-12-24,Toys,Web,Delhi,40,0,430.94,4,0,149,1872.76,Delivered,4.0,13.0
ORD100509,2022-12-24,Home & Kitchen,Tablet,Pune,43,1,1534.77,2,0,149,3218.54,Delivered,5.0,5.0
ORD100510,2022-12-25,Fashion,iOS App,Hyderabad,23,0,1449.93,3,0,0,4349.79,Delivered,5.0,11.0
ORD100511,2022-12-25,Toys,Web,Bhopal,53,0,713.99,3,0,99,2240.97,Delivered,4.0,4.0
ORD100512,2022-12-26,Electronics,Web,Pune,62,0,11026.79,4,5,49,41950.8,Delivered,5.0,5.0
ORD100513,2022-12-26,Automotive,iOS App,Jaipur,40,1,7419.43,2,0,49,14887.86,Processing,5.0,10.0
ORD100514,2022-12-26,Electronics,Android App,Delhi,58,0,21932.21,3,5,0,62506.8,Delivered,,13.0
ORD100515,2022-12-27,Fashion,Android App,Pune,23,0,819.41,1,10,99,836.47,Delivered,4.0,9.0
ORD100516,2022-12-27,Books,Tablet,Chennai,52,1,295.65,3,15,49,802.91,Shipped,4.0,14.0
ORD100517,2022-12-28,Home & Kitchen,Tablet,Pune,33,1,3142.41,1,25,99,2455.81,Shipped,2.0,14.0
ORD100518,2022-12-28,Toys,iOS App,Hyderabad,49,0,1389.54,4,0,99,5657.16,Delivered,4.0,1.0
ORD100519,2022-12-28,Electronics,Tablet,Delhi,44,0,24793.29,5,0,49,124015.45,Delivered,3.0,6.0
ORD100520,2022-12-29,Food,Android App,Jaipur,20,0,251.44,3,0,0,754.32,Delivered,2.0,7.0
ORD100521,2022-12-29,Books,Tablet,Ahmedabad,34,0,681.85,5,0,0,3409.25,Delivered,4.0,3.0
ORD100522,2022-12-30,Toys,Web,Ahmedabad,38,0,827.68,2,5,0,1572.59,Shipped,4.0,3.0
ORD100523,2022-12-30,Automotive,Android App,Kolkata,56,0,5352.49,5,0,149,26911.45,Delivered,4.0,14.0
ORD100524,2022-12-30,Food,Android App,Ahmedabad,23,1,479.11,3,10,49,1342.6,Delivered,3.0,3.0
ORD100525,2022-12-31,Health,Web,Lucknow,62,0,1443.84,3,30,99,3131.06,Delivered,4.0,7.0
ORD100526,2022-12-31,Electronics,Android App,Chennai,20,1,19826.5,3,0,149,59628.5,Delivered,3.0,7.0
ORD100527,2023-01-01,Health,Android App,Bangalore,29,1,1260.94,5,0,49,6353.7,Delivered,3.0,10.0
ORD100528,2023-01-01,Books,Web,Lucknow,24,0,685.73,4,15,49,2380.48,Shipped,,8.0
ORD100529,2023-01-01,Health,Tablet,Bangalore,59,0,656.42,3,15,149,1822.87,Delivered,4.0,1.0
ORD100530,2023-01-02,Electronics,Tablet,Pune,44,1,15310.32,4,0,99,61340.28,Delivered,5.0,7.0
ORD100531,2023-01-02,Health,iOS App,Jaipur,51,1,1018.37,3,10,0,2749.6,Shipped,3.0,5.0
ORD100532,2023-01-03,Food,Web,Jaipur,50,0,494.26,5,0,99,2570.3,Delivered,4.0,2.0
ORD100533,2023-01-03,Toys,Web,Kanpur,45,0,438.4,3,10,149,1332.68,Delivered,3.0,14.0
ORD100534,2023-01-03,Food,Web,Ahmedabad,32,1,166.87,5,15,99,808.2,Delivered,4.0,8.0
ORD100535,2023-01-04,Fashion,Web,Ahmedabad,24,0,1383.67,2,0,99,2866.34,Shipped,5.0,14.0
ORD100536,2023-01-04,Toys,iOS App,Mumbai,38,1,527.71,3,0,99,1682.13,Delivered,5.0,13.0
ORD100537,2023-01-05,Fashion,Android App,Kanpur,37,0,1832.69,4,10,99,6696.68,Delivered,4.0,14.0
ORD100538,2023-01-05,Electronics,Android App,Chennai,38,0,15615.24,3,10,0,42161.15,Delivered,4.0,4.0
ORD100539,2023-01-05,Automotive,Android App,Nagpur,64,0,8846.56,3,20,149,21380.74,Shipped,5.0,12.0
ORD100540,2023-01-06,Fashion,Android App,Surat,24,0,1947.5,1,5,0,1850.12,Shipped,5.0,1.0
ORD100541,2023-01-06,Books,Web,Indore,48,1,422.17,5,15,99,1893.22,Delivered,4.0,8.0
ORD100542,2023-01-07,Fashion,Tablet,Indore,25,0,2120.96,2,15,49,3654.63,Delivered,4.0,13.0
ORD100543,2023-01-07,Home & Kitchen,Web,Pune,45,0,1953.68,1,10,99,1857.31,Delivered,4.0,9.0
ORD100544,2023-01-08,Fashion,iOS App,Pune,49,0,1645.98,5,0,99,8328.9,Delivered,4.0,3.0
ORD100545,2023-01-08,Books,Android App,Indore,19,0,492.69,1,0,99,591.69,Delivered,4.0,2.0
ORD100546,2023-01-08,Toys,Web,Indore,39,0,608.32,4,10,0,2189.95,Shipped,2.0,7.0
ORD100547,2023-01-09,Toys,iOS App,Lucknow,33,0,402.1,2,0,99,903.2,Shipped,5.0,12.0
ORD100548,2023-01-09,Food,Tablet,Indore,40,0,325.7,4,0,0,1302.8,Processing,4.0,13.0
ORD100549,2023-01-10,Fashion,Web,Surat,40,1,1524.62,2,0,0,3049.24,Delivered,4.0,11.0
ORD100550,2023-01-10,Books,Android App,Mumbai,40,1,518.15,4,25,49,1603.45,Processing,4.0,7.0
ORD100551,2023-01-10,Health,Android App,Jaipur,48,0,737.45,5,10,149,3467.52,Delivered,5.0,10.0
ORD100552,2023-01-11,Fashion,Web,Pune,27,1,923.36,3,20,149,2365.06,Shipped,4.0,11.0
ORD100553,2023-01-11,Fashion,Web,Mumbai,58,1,2360.25,3,30,49,5005.52,Delivered,3.0,6.0
ORD100554,2023-01-12,Home & Kitchen,Web,Jaipur,57,0,2011.6,4,15,99,6938.44,Cancelled,4.0,
ORD100555,2023-01-12,Automotive,Web,Jaipur,39,1,9995.56,2,5,0,18991.56,Delivered,2.0,4.0
ORD100556,2023-01-12,Health,Android App,Lucknow,60,0,1421.97,3,5,0,4052.61,Delivered,4.0,11.0
ORD100557,2023-01-13,Health,iOS App,Kanpur,30,0,1299.59,4,15,99,4517.61,Delivered,4.0,12.0
ORD100558,2023-01-13,Health,Android App,Hyderabad,27,1,908.71,1,20,99,825.97,Returned,4.0,3.0
ORD100559,2023-01-14,Automotive,iOS App,Bhopal,31,1,9008.52,3,20,99,21719.45,Delivered,4.0,14.0
ORD100560,2023-01-14,Health,iOS App,Kolkata,54,0,1678.58,3,5,0,4783.95,Delivered,4.0,1.0
ORD100561,2023-01-14,Toys,Web,Kolkata,24,0,1107.98,2,15,49,1932.57,Delivered,4.0,6.0
ORD100562,2023-01-15,Home & Kitchen,Tablet,Bangalore,32,0,4694.5,3,5,0,13379.32,Processing,2.0,7.0
ORD100563,2023-01-15,Automotive,Web,Bhopal,24,0,6198.66,2,0,99,12496.32,Shipped,,1.0
ORD100564,2023-01-16,Fashion,Tablet,Pune,38,1,740.1,3,0,49,2269.3,Delivered,5.0,11.0
ORD100565,2023-01-16,Home & Kitchen,Web,Bangalore,32,0,5995.63,2,0,49,12040.26,Delivered,5.0,13.0
ORD100566,2023-01-16,Home & Kitchen,Tablet,Nagpur,56,0,1570.0,5,0,49,7899.0,Delivered,3.0,4.0
ORD100567,2023-01-17,Electronics,Android App,Bhopal,54,1,18646.44,4,15,0,63397.9,Delivered,,10.0
ORD100568,2023-01-17,Health,Tablet,Chennai,59,0,945.63,4,0,49,3831.52,Delivered,5.0,14.0
ORD100569,2023-01-18,Food,Tablet,Jaipur,37,0,416.05,5,25,99,1659.19,Shipped,4.0,10.0
ORD100570,2023-01-18,Electronics,iOS App,Indore,42,0,24055.06,1,0,0,24055.06,Delivered,5.0,7.0
ORD100571,2023-01-18,Food,Web,Surat,58,0,360.52,2,0,49,770.04,Delivered,4.0,14.0
ORD100572,2023-01-19,Automotive,Android App,Kolkata,51,0,3060.54,1,5,149,3056.51,Delivered,,6.0
ORD100573,2023-01-19,Food,Android App,Jaipur,62,0,213.82,4,0,0,855.28,Delivered,3.0,10.0
ORD100574,2023-01-20,Fashion,Tablet,Delhi,64,1,769.49,2,0,0,1538.98,Shipped,5.0,11.0
ORD100575,2023-01-20,Food,Web,Bhopal,21,0,492.12,4,0,99,2067.48,Delivered,,9.0
ORD100576,2023-01-21,Books,Tablet,Ahmedabad,29,1,242.09,5,5,49,1198.93,Delivered,4.0,5.0
ORD100577,2023-01-21,Health,Tablet,Mumbai,51,0,1755.71,2,0,149,3660.42,Delivered,5.0,10.0
ORD100578,2023-01-21,Home & Kitchen,Android App,Pune,22,1,2007.2,2,10,0,3612.96,Shipped,2.0,5.0
ORD100579,2023-01-22,Health,iOS App,Kolkata,22,1,1614.01,3,0,149,4991.03,Shipped,5.0,7.0
ORD100580,2023-01-22,Health,Web,Bhopal,24,1,1225.75,3,0,49,3726.25,Shipped,4.0,8.0
ORD100581,2023-01-23,Automotive,Web,Indore,21,0,8737.94,2,0,0,17475.88,Delivered,4.0,5.0
ORD100582,2023-01-23,Home & Kitchen,Tablet,Hyderabad,49,0,4353.15,2,0,49,8755.3,Delivered,4.0,11.0
ORD100583,2023-01-23,Fashion,iOS App,Bangalore,30,1,1983.91,2,15,49,3421.65,Delivered,5.0,4.0
ORD100584,2023-01-24,Health,iOS App,Mumbai,62,1,1436.6,3,5,0,4094.31,Delivered,5.0,3.0
ORD100585,2023-01-24,Automotive,Web,Jaipur,22,1,4451.4,3,10,0,12018.78,Delivered,4.0,11.0
ORD100586,2023-01-25,Fashion,iOS App,Kolkata,39,0,2283.09,3,20,0,5479.42,Delivered,4.0,13.0
ORD100587,2023-01-25,Automotive,Web,Ahmedabad,49,0,7327.35,2,0,49,14703.7,Shipped,4.0,4.0
ORD100588,2023-01-25,Automotive,Tablet,Hyderabad,34,0,4015.63,4,20,0,12850.02,Delivered,5.0,8.0
ORD100589,2023-01-26,Health,iOS App,Nagpur,51,0,863.16,3,15,0,2201.06,Shipped,3.0,14.0
ORD100590,2023-01-26,Food,iOS App,Ahmedabad,57,1,324.89,2,15,49,601.31,Delivered,4.0,6.0
ORD100591,2023-01-27,Books,Android App,Indore,48,0,637.96,4,20,99,2140.47,Delivered,,6.0
ORD100592,2023-01-27,Electronics,Android App,Chennai,46,0,25426.95,5,0,149,127283.75,Delivered,,10.0
ORD100593,2023-01-27,Toys,Web,Chennai,45,0,667.15,2,5,0,1267.58,Delivered,4.0,9.0
ORD100594,2023-01-28,Health,Web,Jaipur,64,1,1379.46,3,5,149,4080.46,Delivered,4.0,2.0
ORD100595,2023-01-28,Food,iOS App,Lucknow,54,0,125.62,5,10,99,664.29,Delivered,5.0,1.0
ORD100596,2023-01-29,Electronics,Android App,Hyderabad,20,0,14984.42,2,0,149,30117.84,Shipped,4.0,6.0
ORD100597,2023-01-29,Electronics,Tablet,Jaipur,54,1,26390.89,2,0,49,52830.78,Cancelled,2.0,
ORD100598,2023-01-29,Toys,Tablet,Ahmedabad,25,1,508.76,2,30,49,761.26,Delivered,,9.0
ORD100599,2023-01-30,Home & Kitchen,iOS App,Surat,58,0,3090.28,3,5,99,8906.3,Delivered,4.0,6.0
ORD100600,2023-01-30,Electronics,Tablet,Surat,33,0,7523.47,3,0,49,22619.41,Delivered,4.0,2.0
ORD100601,2023-01-31,Toys,Web,Chennai,50,0,374.29,4,0,149,1646.16,Cancelled,4.0,
ORD100602,2023-01-31,Electronics,Web,Delhi,52,0,10785.43,2,10,149,19562.77,Cancelled,5.0,
ORD100603,2023-01-31,Automotive,Android App,Hyderabad,34,0,3263.97,3,0,49,9840.91,Cancelled,5.0,
ORD100604,2023-02-01,Home & Kitchen,Web,Delhi,63,0,3703.78,1,0,49,3752.78,Delivered,4.0,9.0
ORD100605,2023-02-01,Toys,Web,Jaipur,42,0,1295.0,5,30,49,4581.5,Returned,5.0,6.0
ORD100606,2023-02-02,Health,Tablet,Ahmedabad,37,0,564.27,2,0,99,1227.54,Delivered,5.0,8.0
ORD100607,2023-02-02,Health,Tablet,Mumbai,41,1,1624.28,2,0,99,3347.56,Delivered,5.0,13.0
ORD100608,2023-02-03,Home & Kitchen,Android App,Nagpur,32,1,4506.71,1,10,99,4155.04,Shipped,3.0,3.0
ORD100609,2023-02-03,Fashion,Web,Lucknow,23,0,904.01,2,0,0,1808.02,Delivered,4.0,10.0
ORD100610,2023-02-03,Toys,Web,Kolkata,64,0,654.22,5,0,149,3420.1,Shipped,5.0,2.0
ORD100611,2023-02-04,Books,Web,Bangalore,56,0,276.95,3,10,49,796.76,Delivered,3.0,11.0
ORD100612,2023-02-04,Food,iOS App,Bangalore,56,0,420.99,4,10,0,1515.56,Processing,4.0,6.0
ORD100613,2023-02-05,Food,Tablet,Indore,60,0,396.91,3,5,0,1131.19,Delivered,5.0,11.0
ORD100614,2023-02-05,Fashion,Android App,Chennai,46,0,1147.94,2,15,0,1951.5,Delivered,5.0,1.0
ORD100615,2023-02-05,Home & Kitchen,Tablet,Nagpur,64,1,1744.5,4,20,49,5631.4,Shipped,3.0,10.0
ORD100616,2023-02-06,Books,Tablet,Surat,64,1,263.59,2,10,0,474.46,Delivered,4.0,4.0
ORD100617,2023-02-06,Books,Android App,Surat,29,1,505.69,4,10,0,1820.48,Delivered,5.0,6.0
ORD100618,2023-02-07,Toys,Web,Nagpur,38,0,444.89,5,20,0,1779.56,Delivered,4.0,4.0
ORD100619,2023-02-07,Home & Kitchen,Web,Indore,22,1,3914.09,1,0,0,3914.09,Shipped,4.0,6.0
ORD100620,2023-02-07,Electronics,iOS App,Hyderabad,51,0,21290.9,1,5,149,20375.36,Cancelled,4.0,
ORD100621,2023-02-08,Home & Kitchen,Android App,Bhopal,23,1,4594.89,4,0,49,18428.56,Shipped,1.0,1.0
ORD100622,2023-02-08,Automotive,Tablet,Delhi,53,0,3440.17,1,0,0,3440.17,Shipped,4.0,9.0
ORD100623,2023-02-09,Books,Tablet,Kanpur,55,1,416.35,4,25,49,1298.05,Shipped,,3.0
ORD100624,2023-02-09,Home & Kitchen,Tablet,Pune,37,0,3585.28,2,0,99,7269.56,Delivered,4.0,6.0
ORD100625,2023-02-09,Automotive,iOS App,Surat,47,0,8764.62,3,0,49,26342.86,Delivered,4.0,8.0
ORD100626,2023-02-10,Fashion,Tablet,Nagpur,62,0,1443.69,4,0,49,5823.76,Delivered,4.0,2.0
ORD100627,2023-02-10,Books,Tablet,Kolkata,53,0,388.57,2,10,99,798.43,Cancelled,4.0,
ORD100628,2023-02-11,Fashion,Web,Delhi,38,1,822.23,5,20,0,3288.92,Delivered,4.0,10.0
ORD100629,2023-02-11,Health,Android App,Nagpur,60,0,1387.53,5,0,0,6937.65,Returned,5.0,9.0
ORD100630,2023-02-11,Food,iOS App,Delhi,19,1,357.42,2,20,149,720.87,Shipped,5.0,14.0
ORD100631,2023-02-12,Books,Tablet,Lucknow,28,1,551.4,4,5,49,2144.32,Delivered,4.0,6.0
ORD100632,2023-02-12,Food,Tablet,Kolkata,33,0,371.11,4,25,0,1113.33,Delivered,4.0,2.0
ORD100633,2023-02-13,Automotive,Web,Ahmedabad,35,1,9064.63,2,20,0,14503.41,Delivered,4.0,12.0
ORD100634,2023-02-13,Toys,Android App,Chennai,49,1,1271.21,5,0,99,6455.05,Delivered,4.0,9.0
ORD100635,2023-02-13,Electronics,Tablet,Ahmedabad,55,0,14422.87,2,20,0,23076.59,Delivered,4.0,7.0
ORD100636,2023-02-14,Fashion,Android App,Bangalore,20,0,928.34,2,0,49,1905.68,Shipped,4.0,2.0
ORD100637,2023-02-14,Fashion,Tablet,Chennai,30,0,2267.66,4,5,49,8666.11,Delivered,4.0,4.0
ORD100638,2023-02-15,Home & Kitchen,Android App,Ahmedabad,56,0,4708.68,1,0,0,4708.68,Shipped,4.0,9.0
ORD100639,2023-02-15,Books,Tablet,Kanpur,41,1,684.76,5,0,49,3472.8,Delivered,5.0,2.0
ORD100640,2023-02-16,Electronics,Tablet,Ahmedabad,32,0,18681.5,2,30,0,26154.1,Processing,4.0,8.0
ORD100641,2023-02-16,Food,Tablet,Indore,38,1,485.84,3,15,49,1287.89,Processing,,12.0
ORD100642,2023-02-16,Toys,Web,Hyderabad,46,1,478.85,4,10,0,1723.86,Delivered,4.0,7.0
ORD100643,2023-02-17,Toys,Tablet,Mumbai,45,0,969.88,5,25,149,3786.05,Delivered,5.0,9.0
ORD100644,2023-02-17,Toys,iOS App,Hyderabad,56,1,871.57,4,0,99,3585.28,Returned,5.0,4.0
ORD100645,2023-02-18,Health,Android App,Delhi,64,1,453.57,2,0,0,907.14,Shipped,5.0,9.0
ORD100646,2023-02-18,Food,Android App,Ahmedabad,55,0,197.34,4,20,0,631.49,Processing,5.0,3.0
ORD100647,2023-02-18,Books,Android App,Bhopal,22,0,255.57,2,0,99,610.14,Delivered,1.0,11.0
ORD100648,2023-02-19,Electronics,Web,Ahmedabad,37,1,8868.21,3,20,99,21382.7,Processing,4.0,8.0
ORD100649,2023-02-19,Home & Kitchen,Tablet,Bangalore,40,0,5766.67,4,0,49,23115.68,Delivered,,9.0
ORD100650,2023-02-20,Electronics,Android App,Jaipur,47,0,29220.76,3,0,0,87662.28,Delivered,4.0,5.0
ORD100651,2023-02-20,Food,Android App,Kanpur,63,1,459.41,1,0,49,508.41,Shipped,5.0,5.0
ORD100652,2023-02-20,Health,Android App,Indore,39,0,1784.99,1,0,0,1784.99,Delivered,5.0,10.0
ORD100653,2023-02-21,Books,Android App,Ahmedabad,34,0,611.1,1,0,0,611.1,Delivered,4.0,9.0
ORD100654,2023-02-21,Fashion,iOS App,Kolkata,60,1,2277.93,1,0,49,2326.93,Delivered,5.0,10.0
ORD100655,2023-02-22,Toys,Android App,Ahmedabad,52,0,557.51,4,0,99,2329.04,Delivered,4.0,2.0
ORD100656,2023-02-22,Toys,iOS App,Chennai,39,0,619.73,1,15,49,575.77,Delivered,1.0,3.0
ORD100657,2023-02-22,Automotive,Tablet,Delhi,61,0,8965.5,2,5,0,17034.45,Delivered,5.0,5.0
ORD100658,2023-02-23,Electronics,Web,Kanpur,32,0,18287.93,2,0,0,36575.86,Delivered,5.0,6.0
ORD100659,2023-02-23,Toys,Web,Bangalore,29,0,1102.82,1,0,49,1151.82,Delivered,4.0,8.0
ORD100660,2023-02-24,Home & Kitchen,Android App,Lucknow,19,1,4028.59,5,0,49,20191.95,Returned,3.0,8.0
ORD100661,2023-02-24,Electronics,Android App,Jaipur,21,0,14376.87,1,0,99,14475.87,Delivered,5.0,1.0
ORD100662,2023-02-24,Electronics,Android App,Ahmedabad,58,0,13908.78,1,5,49,13262.34,Delivered,5.0,1.0
ORD100663,2023-02-25,Home & Kitchen,Android App,Pune,21,1,4866.81,2,0,49,9782.62,Returned,5.0,12.0
ORD100664,2023-02-25,Toys,Web,Bhopal,53,1,908.7,1,30,49,685.09,Cancelled,4.0,
ORD100665,2023-02-26,Fashion,Tablet,Kanpur,21,1,1246.89,2,0,149,2642.78,Delivered,4.0,1.0
ORD100666,2023-02-26,Food,Tablet,Bangalore,28,0,356.39,1,5,149,487.57,Delivered,4.0,12.0
ORD100667,2023-02-26,Food,Web,Bhopal,34,0,282.48,2,15,49,529.22,Delivered,3.0,6.0
ORD100668,2023-02-27,Food,Web,Delhi,28,1,303.15,1,0,99,402.15,Delivered,5.0,10.0
ORD100669,2023-02-27,Automotive,Android App,Nagpur,23,1,7584.32,5,0,0,37921.6,Processing,3.0,7.0
ORD100670,2023-02-28,Home & Kitchen,iOS App,Kolkata,64,1,3560.84,4,0,0,14243.36,Returned,4.0,3.0
ORD100671,2023-02-28,Books,Web,Kolkata,37,0,673.72,4,10,49,2474.39,Delivered,5.0,10.0
ORD100672,2023-03-01,Electronics,Web,Ahmedabad,37,1,18416.83,3,20,99,44299.39,Delivered,4.0,6.0
ORD100673,2023-03-01,Food,Android App,Ahmedabad,53,1,485.68,4,0,149,2091.72,Processing,5.0,3.0
ORD100674,2023-03-01,Automotive,iOS App,Delhi,60,0,8857.66,5,20,99,35529.64,Processing,4.0,4.0
ORD100675,2023-03-02,Electronics,Tablet,Bangalore,32,0,27545.87,1,5,99,26267.58,Shipped,4.0,12.0
ORD100676,2023-03-02,Food,iOS App,Kanpur,39,0,411.23,3,15,0,1048.64,Delivered,5.0,8.0
ORD100677,2023-03-03,Fashion,Android App,Lucknow,40,1,1688.15,1,0,149,1837.15,Shipped,5.0,6.0
ORD100678,2023-03-03,Automotive,iOS App,Pune,30,0,6495.01,3,20,0,15588.02,Delivered,5.0,11.0
ORD100679,2023-03-03,Electronics,Android App,Kolkata,23,0,19912.24,5,0,149,99710.2,Delivered,4.0,4.0
ORD100680,2023-03-04,Toys,Android App,Pune,61,0,561.53,4,0,0,2246.12,Delivered,3.0,3.0
ORD100681,2023-03-04,Food,iOS App,Nagpur,50,1,205.4,4,5,0,780.52,Delivered,5.0,2.0
ORD100682,2023-03-05,Food,Tablet,Delhi,49,0,137.81,1,30,49,145.47,Delivered,5.0,2.0
ORD100683,2023-03-05,Electronics,Android App,Surat,32,1,24275.11,5,0,0,121375.55,Delivered,3.0,13.0
ORD100684,2023-03-05,Electronics,Web,Hyderabad,49,0,10309.43,4,0,0,41237.72,Delivered,4.0,13.0
ORD100685,2023-03-06,Fashion,Tablet,Bangalore,24,0,1647.87,2,30,99,2406.02,Delivered,3.0,6.0
ORD100686,2023-03-06,Automotive,iOS App,Bangalore,23,0,3534.42,2,20,99,5754.07,Delivered,3.0,7.0
ORD100687,2023-03-07,Electronics,Android App,Kolkata,62,0,8997.3,3,10,0,24292.71,Returned,,6.0
ORD100688,2023-03-07,Books,iOS App,Bangalore,28,1,455.14,4,5,49,1778.53,Shipped,4.0,8.0
ORD100689,2023-03-07,Books,Web,Lucknow,54,0,633.38,3,5,49,1854.13,Delivered,4.0,3.0
ORD100690,2023-03-08,Home & Kitchen,Android App,Hyderabad,31,1,3102.06,5,30,0,10857.21,Delivered,5.0,10.0
ORD100691,2023-03-08,Books,Android App,Nagpur,48,1,657.59,2,0,49,1364.18,Delivered,,8.0
ORD100692,2023-03-09,Home & Kitchen,Android App,Bangalore,46,1,1546.38,4,15,99,5356.69,Delivered,5.0,13.0
ORD100693,2023-03-09,Electronics,Android App,Pune,51,1,17979.13,5,10,149,81055.09,Delivered,5.0,5.0
ORD100694,2023-03-09,Books,Android App,Pune,62,0,252.05,4,30,49,754.74,Cancelled,,
ORD100695,2023-03-10,Automotive,Android App,Lucknow,37,1,4868.35,2,10,99,8862.03,Delivered,3.0,3.0
ORD100696,2023-03-10,Fashion,Web,Hyderabad,58,0,642.72,3,0,49,1977.16,Processing,5.0,2.0
ORD100697,2023-03-11,Food,Android App,Bangalore,32,1,138.26,3,15,99,451.56,Shipped,4.0,11.0
ORD100698,2023-03-11,Books,Tablet,Kolkata,63,0,549.23,2,30,99,867.92,Delivered,2.0,13.0
ORD100699,2023-03-11,Home & Kitchen,Tablet,Indore,41,0,4445.43,1,25,49,3383.07,Processing,2.0,13.0
ORD100700,2023-03-12,Books,Web,Nagpur,57,1,284.38,1,0,0,284.38,Delivered,3.0,1.0
